339.59	0.00
339.97	38.00
340.35	37.67
340.73	42.33
341.12	42.33
341.50	128.00
341.88	77.33
342.26	77.33
342.65	88.67
343.03	64.00
343.41	74.00
343.79	74.67
344.17	47.33
344.55	248.67
344.94	100.67
345.32	66.33
345.70	72.00
346.08	85.33
346.46	62.67
346.84	83.67
347.23	83.33
347.61	92.67
347.99	50.33
348.37	207.33
348.75	87.33
349.13	78.00
349.51	78.00
349.90	85.33
350.28	55.67
350.66	60.00
351.04	91.00
351.42	98.00
351.80	71.00
352.18	52.00
352.56	56.33
352.94	54.00
353.32	74.00
353.71	55.33
354.09	80.00
354.47	93.67
354.85	88.67
355.23	68.67
355.61	53.00
355.99	74.33
356.37	66.00
356.75	149.00
357.13	83.00
357.51	79.33
357.89	105.00
358.27	74.00
358.65	98.67
359.03	77.00
359.41	52.00
359.79	67.00
360.17	94.00
360.55	110.33
360.93	67.00
361.31	137.67
361.69	72.00
362.07	55.00
362.45	92.00
362.83	133.00
363.21	141.33
363.59	110.00
363.97	195.00
364.35	65.33
364.73	94.00
365.11	129.33
365.49	66.67
365.87	56.67
366.25	68.33
366.63	104.67
367.01	69.00
367.39	84.67
367.77	223.67
368.14	61.33
368.52	68.00
368.90	85.33
369.28	55.67
369.66	125.67
370.04	88.33
370.42	68.00
370.80	79.00
371.18	73.00
371.56	79.33
371.93	73.00
372.31	96.33
372.69	61.33
373.07	73.00
373.45	77.67
373.83	61.00
374.21	85.00
374.58	98.67
374.96	99.67
375.34	103.00
375.72	75.00
376.10	63.00
376.48	85.00
376.85	61.00
377.23	73.00
377.61	88.00
377.99	68.33
378.37	98.67
378.75	121.67
379.12	83.67
379.50	84.67
379.88	93.67
380.26	76.67
380.63	80.67
381.01	185.67
381.39	107.00
381.77	103.33
382.15	96.00
382.52	100.33
382.90	88.00
383.28	115.33
383.66	87.33
384.03	108.67
384.41	130.67
384.79	148.67
385.17	153.00
385.54	126.00
385.92	119.67
386.30	152.33
386.67	137.33
387.05	163.33
387.43	164.67
387.81	170.67
388.18	186.67
388.56	184.00
388.94	176.67
389.31	180.00
389.69	285.67
390.07	231.67
390.44	219.67
390.82	247.67
391.20	278.33
391.57	264.67
391.95	337.67
392.33	250.33
392.70	247.00
393.08	227.33
393.46	263.33
393.83	266.33
394.21	267.67
394.58	264.67
394.96	310.00
395.34	295.00
395.71	376.00
396.09	314.00
396.47	303.00
396.84	305.00
397.22	345.67
397.59	432.00
397.97	424.33
398.35	475.00
398.72	509.00
399.10	523.67
399.47	566.67
399.85	570.67
400.22	627.67
400.60	605.00
400.97	677.67
401.35	690.33
401.73	707.00
402.10	676.33
402.48	699.33
402.85	665.00
403.23	679.00
403.60	707.67
403.98	704.67
404.35	766.33
404.73	725.33
405.10	736.67
405.48	736.67
405.85	757.67
406.23	763.00
406.60	791.67
406.98	796.00
407.35	814.00
407.73	874.67
408.10	929.33
408.48	907.00
408.85	927.67
409.23	884.33
409.60	933.67
409.98	923.33
410.35	985.00
410.72	941.00
411.10	1003.33
411.47	1045.00
411.85	1075.00
412.22	1075.33
412.60	1092.00
412.97	1075.33
413.34	1095.00
413.72	1078.33
414.09	1086.00
414.47	1097.00
414.84	1084.33
415.21	1107.00
415.59	1102.33
415.96	1110.00
416.34	1141.67
416.71	1124.00
417.08	1125.33
417.46	1117.67
417.83	1102.67
418.20	1137.67
418.58	1200.33
418.95	1136.33
419.32	1120.33
419.70	1161.00
420.07	1236.00
420.44	1171.33
420.82	1222.33
421.19	1195.67
421.56	1274.67
421.94	1198.33
422.31	1212.33
422.68	1183.67
423.06	1190.67
423.43	1173.33
423.80	1217.33
424.18	1268.67
424.55	1207.67
424.92	1253.00
425.29	1271.67
425.67	1261.67
426.04	1257.33
426.41	1284.33
426.78	1241.00
427.16	1263.00
427.53	1248.33
427.90	1236.33
428.27	1253.67
428.65	1335.33
429.02	1238.33
429.39	1193.00
429.76	1188.00
430.14	1185.33
430.51	1345.00
430.88	1270.67
431.25	1323.33
431.62	1344.00
432.00	1398.00
432.37	1469.67
432.74	1589.00
433.11	1533.33
433.48	1515.00
433.86	1559.33
434.23	1567.00
434.60	1604.33
434.97	1606.67
435.34	1649.33
435.71	1718.33
436.09	1803.67
436.46	1748.33
436.83	1829.00
437.20	1783.00
437.57	1747.33
437.94	1825.67
438.31	1751.33
438.68	1744.00
439.06	1833.33
439.43	1813.33
439.80	1861.67
440.17	1872.67
440.54	1950.33
440.91	1947.67
441.28	1962.00
441.65	1937.00
442.02	1967.00
442.39	2024.33
442.77	2011.00
443.14	2048.67
443.51	2060.67
443.88	2071.67
444.25	1962.33
444.62	2037.33
444.99	2039.00
445.36	2028.33
445.73	2038.67
446.10	2067.00
446.47	2034.00
446.84	2079.33
447.21	2068.67
447.58	2107.67
447.95	2115.67
448.32	2088.00
448.69	2153.00
449.06	2172.67
449.43	2212.33
449.80	2195.33
450.17	2329.67
450.54	2178.67
450.91	2205.67
451.28	2226.67
451.65	2198.33
452.02	2173.00
452.39	2150.33
452.76	2136.00
453.13	2156.67
453.50	2146.67
453.87	2194.33
454.24	2158.33
454.61	2149.00
454.98	2203.00
455.35	2372.67
455.71	2192.33
456.08	2230.00
456.45	2315.00
456.82	2254.00
457.19	2290.33
457.56	2286.00
457.93	2275.00
458.30	2272.33
458.67	2241.00
459.04	2366.00
459.40	2282.33
459.77	2342.00
460.14	2306.67
460.51	2345.33
460.88	2293.33
461.25	2386.33
461.62	2429.33
461.98	2406.33
462.35	2342.00
462.72	2399.00
463.09	2396.67
463.46	2400.00
463.83	2394.33
464.19	2380.00
464.56	2371.67
464.93	2409.33
465.30	2514.67
465.67	2356.00
466.03	2362.67
466.40	2338.00
466.77	2307.00
467.14	2392.67
467.51	2388.00
467.87	2409.33
468.24	2369.00
468.61	2380.33
468.98	2349.33
469.35	2415.33
469.71	2434.67
470.08	2436.00
470.45	2496.67
470.82	2340.00
471.18	2372.33
471.55	2392.67
471.92	2403.67
472.28	2429.00
472.65	2541.00
473.02	2512.67
473.39	2397.00
473.75	2439.67
474.12	2431.67
474.49	2465.00
474.85	2398.67
475.22	2464.33
475.59	2468.33
475.95	2427.67
476.32	2528.00
476.69	2409.33
477.05	2412.33
477.42	2432.67
477.79	2457.33
478.15	2597.33
478.52	2446.33
478.89	2644.33
479.25	2488.00
479.62	2500.67
479.99	2535.00
480.35	2548.00
480.72	2545.33
481.09	2491.00
481.45	2541.33
481.82	2557.00
482.18	2510.67
482.55	2671.33
482.92	2685.33
483.28	2523.33
483.65	2526.67
484.01	2511.00
484.38	2486.00
484.75	2465.67
485.11	2423.67
485.48	2341.67
485.84	2380.00
486.21	2365.33
486.57	2350.33
486.94	2342.67
487.30	2370.33
487.67	2451.00
488.04	2513.33
488.40	2541.33
488.77	2577.00
489.13	2610.67
489.50	2654.33
489.86	2614.67
490.23	2635.00
490.59	2632.33
490.96	2635.00
491.32	2627.00
491.69	2622.67
492.05	2645.33
492.42	2635.67
492.78	2690.67
493.15	2685.33
493.51	2762.00
493.88	2712.67
494.24	2710.33
494.60	2724.33
494.97	2741.33
495.33	2730.33
495.70	2744.67
496.06	2759.00
496.43	2759.00
496.79	2741.33
497.16	2754.00
497.52	2727.67
497.88	2737.33
498.25	2715.00
498.61	2718.00
498.98	2733.67
499.34	2705.00
499.70	2733.67
500.07	2717.00
500.43	2684.33
500.80	2683.67
501.16	2644.33
501.52	2668.33
501.89	2669.33
502.25	2681.00
502.61	2667.67
502.98	2708.67
503.34	2679.67
503.70	2669.00
504.07	2731.00
504.43	2734.67
504.79	2734.33
505.16	2731.33
505.52	2737.00
505.88	2776.00
506.25	2794.33
506.61	2747.67
506.97	2822.33
507.34	3036.67
507.70	2767.00
508.06	2701.67
508.43	2741.67
508.79	2752.67
509.15	2753.67
509.51	2719.67
509.88	2741.67
510.24	2865.67
510.60	2786.00
510.96	2746.33
511.33	2777.00
511.69	2772.33
512.05	2743.33
512.41	2741.33
512.78	2736.67
513.14	2725.67
513.50	2733.33
513.86	2691.33
514.23	2713.33
514.59	2710.00
514.95	2728.00
515.31	2683.00
515.67	2676.00
516.04	2647.33
516.40	2639.67
516.76	2591.33
517.12	2601.00
517.48	2593.67
517.85	2811.33
518.21	2680.67
518.57	2689.33
518.93	2755.33
519.29	2846.33
519.65	2852.33
520.01	2873.67
520.38	2967.67
520.74	2937.67
521.10	2980.33
521.46	3016.33
521.82	3042.00
522.18	3048.00
522.54	3087.00
522.90	3092.33
523.27	3123.33
523.63	3159.00
523.99	3186.00
524.35	3215.00
524.71	3214.33
525.07	3243.00
525.43	3225.67
525.79	3221.33
526.15	3203.00
526.51	3232.33
526.87	3251.00
527.23	3247.33
527.60	3254.67
527.96	3301.33
528.32	3341.33
528.68	3392.67
529.04	3435.00
529.40	3438.00
529.76	3482.00
530.12	3494.33
530.48	3504.00
530.84	3528.00
531.20	3516.67
531.56	3536.33
531.92	3552.00
532.28	3505.67
532.64	3526.67
533.00	3520.33
533.36	3557.67
533.72	3565.33
534.08	3589.67
534.44	3643.33
534.80	3639.00
535.16	3636.33
535.52	3638.67
535.87	3663.67
536.23	3723.00
536.59	3690.00
536.95	3704.33
537.31	3691.00
537.67	3696.67
538.03	3681.33
538.39	3672.33
538.75	3676.33
539.11	3722.33
539.47	3711.33
539.83	3664.67
540.19	3657.67
540.54	3640.33
540.90	3640.67
541.26	3703.00
541.62	3668.33
541.98	3667.00
542.34	3692.33
542.70	3694.67
543.06	3763.33
543.41	3744.33
543.77	3726.67
544.13	3751.00
544.49	3712.33
544.85	3707.00
545.21	3718.00
545.56	3726.00
545.92	3735.33
546.28	3736.33
546.64	3697.00
547.00	3683.33
547.35	3735.00
547.71	3678.00
548.07	3688.00
548.43	3666.67
548.79	3654.33
549.14	3663.67
549.50	3678.00
549.86	3669.00
550.22	3643.00
550.58	3662.33
550.93	3648.33
551.29	3640.00
551.65	3601.33
552.01	3632.00
552.36	3613.00
552.72	3584.33
553.08	3585.67
553.43	3608.33
553.79	3558.67
554.15	3530.33
554.51	3561.33
554.86	3528.67
555.22	3482.33
555.58	3498.33
555.93	3476.33
556.29	3610.00
556.65	3470.33
557.01	3445.33
557.36	3376.67
557.72	3354.33
558.08	3306.33
558.43	3300.67
558.79	3274.67
559.15	3280.67
559.50	3287.67
559.86	3225.00
560.21	3156.33
560.57	3129.33
560.93	3116.00
561.28	3129.33
561.64	3145.00
562.00	3052.00
562.35	3068.33
562.71	3030.33
563.06	3104.67
563.42	2973.33
563.78	2949.00
564.13	2912.67
564.49	2890.67
564.84	2874.67
565.20	2796.00
565.56	2755.00
565.91	2760.67
566.27	2710.67
566.62	2722.00
566.98	2673.67
567.33	2662.00
567.69	2823.00
568.04	2672.00
568.40	2700.00
568.75	2530.00
569.11	2525.00
569.47	2543.33
569.82	2497.00
570.18	2423.67
570.53	2422.67
570.89	2360.00
571.24	2361.00
571.60	2345.33
571.95	2355.67
572.31	2360.67
572.66	2313.00
573.02	2292.67
573.37	2340.00
573.72	2286.00
574.08	2245.33
574.43	2241.00
574.79	2191.67
575.14	2196.00
575.50	2206.33
575.85	2179.67
576.21	2145.00
576.56	2207.00
576.91	2107.67
577.27	2099.67
577.62	2107.33
577.98	2064.67
578.33	2089.33
578.69	2125.33
579.04	2057.67
579.39	2097.00
579.75	2303.67
580.10	2078.67
580.45	2091.00
580.81	2091.67
581.16	2093.67
581.52	2102.33
581.87	2058.67
582.22	2089.00
582.58	2058.00
582.93	2077.33
583.28	2078.33
583.64	2060.67
583.99	2058.67
584.34	2059.00
584.70	2019.67
585.05	1991.67
585.40	2019.00
585.76	2009.00
586.11	2010.00
586.46	1971.67
586.82	1993.00
587.17	1983.00
587.52	1946.67
587.87	1918.67
588.23	1925.67
588.58	1892.33
588.93	1826.67
589.29	1831.67
589.64	1831.00
589.99	1829.67
590.34	1853.33
590.70	1896.67
591.05	1827.67
591.40	1864.00
591.75	1881.00
592.10	1887.67
592.46	1870.00
592.81	1856.00
593.16	1873.33
593.51	1870.67
593.87	1881.00
594.22	1967.67
594.57	1841.67
594.92	1892.33
595.27	1831.67
595.63	1846.67
595.98	1844.67
596.33	1803.67
596.68	1833.00
597.03	1826.67
597.38	1797.33
597.74	1780.67
598.09	1781.33
598.44	1783.00
598.79	1803.00
599.14	1735.33
599.49	1765.67
599.84	1738.33
600.19	1698.00
600.55	1709.67
600.90	1685.00
601.25	1748.33
601.60	1767.00
601.95	1711.33
602.30	1663.00
602.65	1653.00
603.00	1638.33
603.35	1684.00
603.70	1650.33
604.06	1644.67
604.41	1653.00
604.76	1631.67
605.11	1601.00
605.46	1621.00
605.81	1602.67
606.16	1569.00
606.51	1802.00
606.86	1556.67
607.21	1533.33
607.56	1537.00
607.91	1499.00
608.26	1495.33
608.61	1502.33
608.96	1462.67
609.31	1455.00
609.66	1432.00
610.01	1455.00
610.36	1534.00
610.71	1395.00
611.06	1423.00
611.41	1395.67
611.76	1381.00
612.11	1375.67
612.46	1385.67
612.81	1366.00
613.16	1363.00
613.51	1308.00
613.86	1293.67
614.21	1304.33
614.56	1282.33
614.90	1287.33
615.25	1248.00
615.60	1259.33
615.95	1296.33
616.30	1236.33
